time limit,dim,keep,num_feat,num_item,num_data_train,jobtype,step_mu,num_iter_mu,method,lr,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
3600,10,1,12,100,200,SG,5,20,IMLE,0.001,0.2571938407421112,0.2569296509027481,0.04982838960987822,0.2499345496892929,0.24634111672639847,0.0468723011491478
60,10,1,12,100,200,SG,20,20,IMLE,0.001,0.2592671811580658,0.24561403691768646,0.0575774610042572,0.2598020136356354,0.2552301287651062,0.04910558462142944
600,10,1,12,100,200,SG,20,20,IMLE,0.001,0.14312848448753357,0.1432664692401886,0.035658106207847595,0.1377677023410797,0.13592232763767242,0.03531239181756973
1800,10,1,12,100,200,SG,20,20,IMLE,0.001,0.14150534570217133,0.140625,0.03530044108629227,0.13624323904514313,0.13435114920139313,0.03502526879310608
3600,10,1,12,100,200,SG,20,20,IMLE,0.001,0.1402546303719282,0.14130891859531403,0.03548956773894695,0.13470012164115905,0.13262487202882767,0.03474227990844786
60,10,1,12,100,200,SG,10,20,IMLE,0.001,0.24499505758285522,0.24519230425357819,0.04769862815737724,0.2407018393278122,0.2388664036989212,0.04736191779375076
600,10,1,12,100,200,SG,10,20,IMLE,0.001,0.19474685192108154,0.19658119976520538,0.04208366572856903,0.18677307665348053,0.1843971610069275,0.04121147096157074
1800,10,1,12,100,200,SG,10,20,IMLE,0.001,0.1924670785665512,0.19512194395065308,0.04210171103477478,0.18535521626472473,0.1818181872367859,0.04122060909867287
3600,10,1,12,100,200,SG,10,20,IMLE,0.001,0.19066812396049498,0.19347230345010757,0.04152762360464901,0.18320370077341794,0.1801430806517601,0.04058518618620512
60,10,1,12,100,200,SG,10,10,IMLE,0.001,0.1885307878255844,0.190476194024086,0.038364265114068985,0.18729539215564728,0.1843971610069275,0.03990152105689049
600,10,1,12,100,200,SG,10,10,IMLE,0.001,0.11002374440431595,0.10588235408067703,0.030589934438467026,0.10698454082012177,0.10454545170068741,0.03222743794322014
1800,10,1,12,100,200,SG,10,10,IMLE,0.001,0.10823875665664673,0.10273972898721695,0.030214078724384308,0.10655981302261353,0.10328638553619385,0.03217595815658569
3600,10,1,12,100,200,SG,10,10,IMLE,0.001,0.10707955174148083,0.10090044885873795,0.029409100194528397,0.10522329652681947,0.10200080275535583,0.031993212021069556
60,10,1,12,100,200,SG,5,10,IMLE,0.001,0.20961718261241913,0.20298507809638977,0.04143550992012024,0.21043875813484192,0.2073170691728592,0.04117492958903313
600,10,1,12,100,200,SG,5,10,IMLE,0.001,0.08538562804460526,0.08076923340559006,0.026310544461011887,0.08471553027629852,0.08176100999116898,0.029894202947616577
1800,10,1,12,100,200,SG,5,10,IMLE,0.001,0.08512792736291885,0.0810810774564743,0.026434199884533882,0.08441314101219177,0.08123791217803955,0.030047396197915077
3600,10,1,12,100,200,SG,5,10,IMLE,0.001,0.08489734999835491,0.08194096013903618,0.026572993074800516,0.08423668350558727,0.08086646720767021,0.030015480516739038
60,10,1,12,100,200,SG,20,10,IMLE,0.001,0.22419480979442596,0.2216981202363968,0.04936651140451431,0.2148490995168686,0.21074379980564117,0.044460419565439224
600,10,1,12,100,200,SG,20,10,IMLE,0.001,0.13776694238185883,0.12999999523162842,0.03711545094847679,0.13502642512321472,0.13414634764194489,0.0351257398724556
1800,10,1,12,100,200,SG,20,10,IMLE,0.001,0.13510769605636597,0.1297297328710556,0.035291362553834915,0.13281957805156708,0.1320754736661911,0.034294694662094116
3600,10,1,12,100,200,SG,20,10,IMLE,0.001,0.13311157040297986,0.12924552708864212,0.03449247228151148,0.12997761285305023,0.12812695652246475,0.03397702394644291
