Loading /quad/train_30_500_200_2-25.txt
Loading /quad/eval_30_100_200_2-25.txt
Loading /quad/test_30_200_200_2-25.txt
Restricted license - for non-production use only - expires 2026-11-23
Num of cores: 1
Training the model with LD bound as loss...
Epoch 0 | loss: 0.0237
Epoch 104 | loss: 0.0029
Eval Epoch 104 | Mean relative regret: 0.1515
Epoch 105 | loss: 0.0029
Eval Epoch 105 | Mean relative regret: 0.1511
Epoch 106 | loss: 0.0029
Eval Epoch 106 | Mean relative regret: 0.1510
Epoch 107 | loss: 0.0030
Eval Epoch 107 | Mean relative regret: 0.1510
Epoch 108 | loss: 0.0028
Eval Epoch 108 | Mean relative regret: 0.1513
Epoch 109 | loss: 0.0028
Eval Epoch 109 | Mean relative regret: 0.1513
Epoch 110 | loss: 0.0028
Eval Epoch 110 | Mean relative regret: 0.1516
Epoch 111 | loss: 0.0029
Eval Epoch 111 | Mean relative regret: 0.1517
Epoch 112 | loss: 0.0028
Eval Epoch 112 | Mean relative regret: 0.1519
Epoch 113 | loss: 0.0028
Eval Epoch 113 | Mean relative regret: 0.1518
Epoch 114 | loss: 0.0029
Eval Epoch 114 | Mean relative regret: 0.1519
Epoch 115 | loss: 0.0028
Eval Epoch 115 | Mean relative regret: 0.1519
Epoch 116 | loss: 0.0028
Eval Epoch 116 | Mean relative regret: 0.1517
Epoch 117 | loss: 0.0027
Eval Epoch 117 | Mean relative regret: 0.1516
Epoch 118 | loss: 0.0028
Eval Epoch 118 | Mean relative regret: 0.1514
Epoch 119 | loss: 0.0028
Eval Epoch 119 | Mean relative regret: 0.1515
Epoch 120 | loss: 0.0027
Eval Epoch 120 | Mean relative regret: 0.1517
Epoch 121 | loss: 0.0028
Eval Epoch 121 | Mean relative regret: 0.1517
Epoch 122 | loss: 0.0027
Eval Epoch 122 | Mean relative regret: 0.1515
Epoch 123 | loss: 0.0028
Eval Epoch 123 | Mean relative regret: 0.1520
Epoch 124 | loss: 0.0027
Eval Epoch 124 | Mean relative regret: 0.1521
Epoch 125 | loss: 0.0028
Eval Epoch 125 | Mean relative regret: 0.1520
Epoch 126 | loss: 0.0028
Eval Epoch 126 | Mean relative regret: 0.1518
Epoch 127 | loss: 0.0029
Eval Epoch 127 | Mean relative regret: 0.1517
Epoch 128 | loss: 0.0027
Eval Epoch 128 | Mean relative regret: 0.1519
Epoch 129 | loss: 0.0027
Eval Epoch 129 | Mean relative regret: 0.1518
Epoch 130 | loss: 0.0027
Eval Epoch 130 | Mean relative regret: 0.1518
Epoch 131 | loss: 0.0027
Eval Epoch 131 | Mean relative regret: 0.1517
Epoch 132 | loss: 0.0029
Eval Epoch 132 | Mean relative regret: 0.1517
Epoch 133 | loss: 0.0028
Eval Epoch 133 | Mean relative regret: 0.1517
Epoch 134 | loss: 0.0026
Eval Epoch 134 | Mean relative regret: 0.1515
Epoch 135 | loss: 0.0028
Eval Epoch 135 | Mean relative regret: 0.1516
Epoch 136 | loss: 0.0027
Eval Epoch 136 | Mean relative regret: 0.1517
Epoch 137 | loss: 0.0027
Eval Epoch 137 | Mean relative regret: 0.1517
Epoch 138 | loss: 0.0027
Eval Epoch 138 | Mean relative regret: 0.1516
Epoch 139 | loss: 0.0027
Eval Epoch 139 | Mean relative regret: 0.1515
Epoch 140 | loss: 0.0027
Eval Epoch 140 | Mean relative regret: 0.1514
Epoch 141 | loss: 0.0027
Eval Epoch 141 | Mean relative regret: 0.1513
Epoch 142 | loss: 0.0026
Eval Epoch 142 | Mean relative regret: 0.1515
Epoch 143 | loss: 0.0026
Eval Epoch 143 | Mean relative regret: 0.1516
Epoch 144 | loss: 0.0026
Eval Epoch 144 | Mean relative regret: 0.1518
Epoch 145 | loss: 0.0027
Eval Epoch 145 | Mean relative regret: 0.1519
Epoch 146 | loss: 0.0027
Eval Epoch 146 | Mean relative regret: 0.1519
Epoch 147 | loss: 0.0027
Eval Epoch 147 | Mean relative regret: 0.1518
Epoch 148 | loss: 0.0027
Eval Epoch 148 | Mean relative regret: 0.1520
Epoch 149 | loss: 0.0026
Eval Epoch 149 | Mean relative regret: 0.1522
Epoch 150 | loss: 0.0027
Eval Epoch 150 | Mean relative regret: 0.1522
Epoch 151 | loss: 0.0027
Eval Epoch 151 | Mean relative regret: 0.1522
Epoch 152 | loss: 0.0027
Eval Epoch 152 | Mean relative regret: 0.1523
Epoch 153 | loss: 0.0026
Eval Epoch 153 | Mean relative regret: 0.1523
Epoch 154 | loss: 0.0027
Eval Epoch 154 | Mean relative regret: 0.1523
Epoch 155 | loss: 0.0027
Eval Epoch 155 | Mean relative regret: 0.1525
Epoch 156 | loss: 0.0027
Eval Epoch 156 | Mean relative regret: 0.1526
Epoch 157 | loss: 0.0027
Eval Epoch 157 | Mean relative regret: 0.1527
Epoch 158 | loss: 0.0027
Eval Epoch 158 | Mean relative regret: 0.1528
Epoch 159 | loss: 0.0027
Eval Epoch 159 | Mean relative regret: 0.1528
Epoch 160 | loss: 0.0026
Eval Epoch 160 | Mean relative regret: 0.1527
Epoch 161 | loss: 0.0026
Eval Epoch 161 | Mean relative regret: 0.1527
Epoch 162 | loss: 0.0027
Eval Epoch 162 | Mean relative regret: 0.1528
Time limit reached, stopping training.
Test relative regret: 0.1463 ± 0.0487
Test relative regret: 0.1296 ± 0.0515
Saving the model to portfolio/models/IMLE_LD_30_500_200_2-25.pth
