time limit,dim,keep,num_feat,num_item,num_data_train,jobtype,step_mu,num_iter_mu,method,lr,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
1800,10,1,12,100,200,SG,5,20,SPOPlus,0.001,0.31330445408821106,0.31843575835227966,0.09022960066795349,0.3200867176055908,0.32420089840888977,0.08961007744073868
3600,10,1,12,100,200,SG,5,20,SPOPlus,0.001,0.2859076751023531,0.28851161897182465,0.0773072092845987,0.291044044226408,0.2917349636554718,0.07945262714976026
60,10,1,12,100,200,SG,1,5,IMLE,0.001,0.35374024510383606,0.3633333444595337,0.11065983772277832,0.36050093173980713,0.3718518614768982,0.10435586422681808
600,10,1,12,100,200,SG,1,5,IMLE,0.001,0.31653842329978943,0.32300883531570435,0.0960247814655304,0.3177727460861206,0.32251909375190735,0.09183139353990555
1800,10,1,12,100,200,SG,1,5,IMLE,0.001,0.2769438922405243,0.2740524709224701,0.08245077729225159,0.28019365668296814,0.2835051417350769,0.08249139785766602
3600,10,1,12,100,200,SG,1,5,IMLE,0.001,0.27358763843774797,0.2732202708721161,0.07871627340763025,0.2764250403940678,0.2808453291654587,0.08147739084553667
60,10,1,12,100,200,SG,1,20,IMLE,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,1,20,IMLE,0.001,0.3444254994392395,0.3598130941390991,0.10812311619520187,0.3471875786781311,0.35489511489868164,0.09977889060974121
1800,10,1,12,100,200,SG,1,20,IMLE,0.001,0.3100103735923767,0.32096895575523376,0.08986329287290573,0.31163713335990906,0.3188405930995941,0.08982435613870621
3600,10,1,12,100,200,SG,1,20,IMLE,0.001,0.29747133269906045,0.30799369513988495,0.0817570202700396,0.29807707738131284,0.3022044599056244,0.08539071737837145
60,10,1,12,100,200,SG,1,10,IMLE,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,1,10,IMLE,0.001,0.3328004479408264,0.3484848439693451,0.10264303535223007,0.3368963301181793,0.3464243710041046,0.09705222398042679
1800,10,1,12,100,200,SG,1,10,IMLE,0.001,0.2739506661891937,0.269113153219223,0.07823995500802994,0.2743389904499054,0.2773333191871643,0.07994662970304489
3600,10,1,12,100,200,SG,1,10,IMLE,0.001,0.2551356330513954,0.26003724336624146,0.07128249784573328,0.25575237269699574,0.2566080540418625,0.073793140272796
60,10,1,12,100,200,SG,10,10,IMLE,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,10,10,IMLE,0.001,0.2831455171108246,0.28195488452911377,0.08787614852190018,0.2848082482814789,0.28973716497421265,0.08390519767999649
1800,10,1,12,100,200,SG,10,10,IMLE,0.001,0.2798948287963867,0.26829269528388977,0.08557160198688507,0.28145191073417664,0.2871287167072296,0.08319438248872757
3600,10,1,12,100,200,SG,10,10,IMLE,0.001,0.27953705467283724,0.2703403830528259,0.0851907483884963,0.28103261974453925,0.28704261779785156,0.08289487941387659
60,10,1,12,100,200,SG,10,20,IMLE,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,10,20,IMLE,0.001,0.32356056571006775,0.3333333432674408,0.0981135442852974,0.32469695806503296,0.33170732855796814,0.09304557740688324
1800,10,1,12,100,200,SG,10,20,IMLE,0.001,0.26401081681251526,0.26134586334228516,0.08367303013801575,0.26531660556793213,0.2673267424106598,0.07954385131597519
3600,10,1,12,100,200,SG,10,20,IMLE,0.001,0.25710778176784516,0.2515508681535721,0.08003667793886121,0.256427179351449,0.2570084482431412,0.07712306560730907
60,10,1,12,100,200,SG,20,10,IMLE,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,20,10,IMLE,0.001,0.2703593075275421,0.26865673065185547,0.0845564603805542,0.2723129987716675,0.27702704071998596,0.08048711717128754
1800,10,1,12,100,200,SG,20,10,IMLE,0.001,0.269857794046402,0.26865673065185547,0.08426230400800705,0.27101653814315796,0.27586206793785095,0.08028452098369598
3600,10,1,12,100,200,SG,20,10,IMLE,0.001,0.2673187647759914,0.2648683190345764,0.08376285227528803,0.2693832793533802,0.2751551419496536,0.07970443802355949
60,10,1,12,100,200,SG,10,5,IMLE,0.001,0.326132208108902,0.3400000035762787,0.09956274181604385,0.3276028335094452,0.3360655605792999,0.09392420202493668
600,10,1,12,100,200,SG,10,5,IMLE,0.001,0.26940277218818665,0.2723880708217621,0.08399144560098648,0.2718091309070587,0.2753623127937317,0.08006159216165543
1800,10,1,12,100,200,SG,10,5,IMLE,0.001,0.2678540349006653,0.2636815905570984,0.08386126905679703,0.27066731452941895,0.2743362784385681,0.08005628734827042
3600,10,1,12,100,200,SG,10,5,IMLE,0.001,0.26578544177114966,0.2664561867713928,0.08130002915571148,0.26931349009275435,0.2731143981218338,0.07972074006383455
60,10,1,12,100,200,SG,20,20,IMLE,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,20,20,IMLE,0.001,0.28498563170433044,0.290909081697464,0.08591262251138687,0.28751686215400696,0.29235535860061646,0.08481985330581665
1800,10,1,12,100,200,SG,20,20,IMLE,0.001,0.2792133092880249,0.27470535039901733,0.08518949896097183,0.28126388788223267,0.2866498827934265,0.0836445540189743
